100, 1, 1.190186e-02
100, 4, 3.278971e-03
500, 1, 1.460551e+00
500, 1, 1.461597e+00
500, 1, 1.466737e+00
500, 1, 1.463324e+00
500, 1, 1.469151e+00
500, 1, 1.466059e+00
500, 1, 1.466035e+00
500, 1, 1.461756e+00
500, 1, 1.465821e+00
500, 1, 1.464678e+00
1000, 1, 1.383466e+01
1000, 1, 1.377415e+01
1000, 1, 1.374504e+01
1000, 1, 1.376561e+01
1000, 1, 1.376255e+01
1000, 1, 1.374793e+01
1000, 1, 1.376180e+01
1000, 1, 1.375639e+01
1000, 1, 1.372749e+01
1000, 1, 1.375211e+01
1500, 1, 5.683741e+01
1500, 1, 5.676446e+01
1500, 1, 5.663383e+01
1500, 1, 5.682670e+01
1500, 1, 5.673402e+01
1500, 1, 5.679363e+01
1500, 1, 5.686478e+01
1500, 1, 5.674137e+01
1500, 1, 5.692222e+01
1500, 1, 5.688286e+01
2000, 1, 1.375432e+02
2000, 1, 1.376160e+02
2000, 1, 1.376441e+02
2000, 1, 1.376568e+02
2000, 1, 1.376604e+02
2000, 1, 1.376439e+02
2000, 1, 1.375285e+02
2000, 1, 1.375644e+02
2000, 1, 1.375344e+02
2000, 1, 1.374753e+02
500, 4, 3.199959e-01
500, 4, 3.214781e-01
500, 4, 3.212581e-01
500, 4, 3.211160e-01
500, 4, 3.209209e-01
500, 4, 3.212280e-01
500, 4, 3.204119e-01
500, 4, 3.218589e-01
500, 4, 3.204510e-01
500, 4, 3.202810e-01
1000, 4, 2.937258e+00
1000, 4, 2.932371e+00
1000, 4, 2.941839e+00
1000, 4, 2.937591e+00
1000, 4, 2.933721e+00
1000, 4, 2.936773e+00
1000, 4, 2.928063e+00
1000, 4, 2.939903e+00
1000, 4, 2.933376e+00
1000, 4, 2.941600e+00
1500, 4, 1.125974e+01
1500, 4, 1.125798e+01
1500, 4, 1.125490e+01
1500, 4, 1.126702e+01
1500, 4, 1.125648e+01
1500, 4, 1.125402e+01
1500, 4, 1.125281e+01
1500, 4, 1.125911e+01
1500, 4, 1.125637e+01
1500, 4, 1.124475e+01
2000, 4, 2.757799e+01
2000, 4, 2.757030e+01
2000, 4, 2.758614e+01
2000, 4, 2.759384e+01
2000, 4, 2.758931e+01
2000, 4, 2.757846e+01
2000, 4, 2.756479e+01
2000, 4, 2.782316e+01
2000, 4, 2.756202e+01
2000, 4, 2.757151e+01
